data;

set N :=
  U1 U2 U3 U4 U5 U6 U7 U8
;

set A :=
  (U1,U2)
  (U1,U3)
  (U1,U4)
  (U1,U5)
  (U1,U6)
  (U1,U7)
  (U1,U8)
  (U2,U1)
  (U2,U3)
  (U2,U4)
  (U2,U5)
  (U2,U6)
  (U2,U7)
  (U2,U8)
  (U3,U1)
  (U3,U2)
  (U3,U4)
  (U3,U5)
  (U3,U6)
  (U3,U7)
  (U3,U8)
  (U4,U1)
  (U4,U2)
  (U4,U3)
  (U4,U5)
  (U4,U6)
  (U4,U7)
  (U4,U8)
  (U5,U1)
  (U5,U2)
  (U5,U3)
  (U5,U4)
  (U5,U6)
  (U5,U7)
  (U5,U8)
  (U6,U1)
  (U6,U2)
  (U6,U3)
  (U6,U4)
  (U6,U5)
  (U6,U7)
  (U6,U8)
  (U7,U1)
  (U7,U2)
  (U7,U3)
  (U7,U4)
  (U7,U5)
  (U7,U6)
  (U7,U8)
  (U8,U1)
  (U8,U2)
  (U8,U3)
  (U8,U4)
  (U8,U5)
  (U8,U6)
  (U8,U7)
;

param start := "U1";
param finish := "U8";

param c :=
  [U1,U2] 18.433
  [U1,U3] 17.905
  [U1,U4] 15.3
  [U1,U5] 16.305
  [U1,U6] 14.819
  [U1,U7] 16.83
  [U1,U8] 5.48
  [U2,U1] 11.666
  [U2,U3] 1.068
  [U2,U4] 1.277
  [U2,U5] 1.564
  [U2,U6] 2.206
  [U2,U7] 1.144
  [U2,U8] 10.619
  [U3,U1] 15.837
  [U3,U2] 0.88
  [U3,U4] 1.953
  [U3,U5] 2.169
  [U3,U6] 2.882
  [U3,U7] 1.749
  [U3,U8] 14.79
  [U4,U1] 10.389
  [U4,U2] 1.277
  [U4,U3] 1.953
  [U4,U5] 2.042
  [U4,U6] 1.348
  [U4,U7] 1.971
  [U4,U8] 9.342
  [U5,U1] 11.363
  [U5,U2] 1.713
  [U5,U3] 2.507
  [U5,U4] 2.042
  [U5,U6] 1.457
  [U5,U7] 0.833
  [U5,U8] 10.316
  [U6,U1] 9.72
  [U6,U2] 2.206
  [U6,U3] 2.882
  [U6,U4] 1.348
  [U6,U5] 1.457
  [U6,U7] 1.983
  [U6,U8] 8.673
  [U7,U1] 12.945
  [U7,U2] 0.879
  [U7,U3] 1.673
  [U7,U4] 1.706
  [U7,U5] 1.581
  [U7,U6] 2.635
  [U7,U8] 11.897
  [U8,U1] 7.438
  [U8,U2] 14.002
  [U8,U3] 13.474
  [U8,U4] 10.869
  [U8,U5] 11.873
  [U8,U6] 10.388
  [U8,U7] 12.399
;

end;
