data;

set N :=
  U1 U2 U3 U4 U5 U6 U7 U8 U9 U10
;

set A :=
  (U1,U10)
  (U1,U2)
  (U1,U3)
  (U1,U4)
  (U1,U5)
  (U1,U6)
  (U1,U7)
  (U1,U8)
  (U1,U9)
  (U10,U1)
  (U10,U2)
  (U10,U3)
  (U10,U4)
  (U10,U5)
  (U10,U6)
  (U10,U7)
  (U10,U8)
  (U10,U9)
  (U2,U1)
  (U2,U10)
  (U2,U3)
  (U2,U4)
  (U2,U5)
  (U2,U6)
  (U2,U7)
  (U2,U8)
  (U2,U9)
  (U3,U1)
  (U3,U10)
  (U3,U2)
  (U3,U4)
  (U3,U5)
  (U3,U6)
  (U3,U7)
  (U3,U8)
  (U3,U9)
  (U4,U1)
  (U4,U10)
  (U4,U2)
  (U4,U3)
  (U4,U5)
  (U4,U6)
  (U4,U7)
  (U4,U8)
  (U4,U9)
  (U5,U1)
  (U5,U10)
  (U5,U2)
  (U5,U3)
  (U5,U4)
  (U5,U6)
  (U5,U7)
  (U5,U8)
  (U5,U9)
  (U6,U1)
  (U6,U10)
  (U6,U2)
  (U6,U3)
  (U6,U4)
  (U6,U5)
  (U6,U7)
  (U6,U8)
  (U6,U9)
  (U7,U1)
  (U7,U10)
  (U7,U2)
  (U7,U3)
  (U7,U4)
  (U7,U5)
  (U7,U6)
  (U7,U8)
  (U7,U9)
  (U8,U1)
  (U8,U10)
  (U8,U2)
  (U8,U3)
  (U8,U4)
  (U8,U5)
  (U8,U6)
  (U8,U7)
  (U8,U9)
  (U9,U1)
  (U9,U10)
  (U9,U2)
  (U9,U3)
  (U9,U4)
  (U9,U5)
  (U9,U6)
  (U9,U7)
  (U9,U8)
;

param start := "U1";
param finish := "U10";

param c :=
  [U1,U10] 5.48
  [U1,U2] 21.307
  [U1,U3] 20.018
  [U1,U4] 22.125
  [U1,U5] 20.37
  [U1,U6] 21.705
  [U1,U7] 23.083
  [U1,U8] 19.294
  [U1,U9] 21.03
  [U10,U1] 7.438
  [U10,U2] 16.876
  [U10,U3] 15.587
  [U10,U4] 17.693
  [U10,U5] 15.939
  [U10,U6] 17.274
  [U10,U7] 18.651
  [U10,U8] 14.862
  [U10,U9] 16.599
  [U2,U1] 19.557
  [U2,U10] 18.509
  [U2,U3] 3.217
  [U2,U4] 0.817
  [U2,U5] 2.394
  [U2,U6] 2.365
  [U2,U7] 1.775
  [U2,U8] 4.247
  [U2,U9] 3.477
  [U3,U1] 16.291
  [U3,U10] 15.244
  [U3,U2] 3.342
  [U3,U4] 3.278
  [U3,U5] 1.931
  [U3,U6] 1.997
  [U3,U7] 1.818
  [U3,U8] 0.92
  [U3,U9] 1.356
  [U4,U1] 19.459
  [U4,U10] 18.412
  [U4,U2] 1.803
  [U4,U3] 3.278
  [U4,U5] 2.297
  [U4,U6] 2.268
  [U4,U7] 1.836
  [U4,U8] 4.15
  [U4,U9] 3.538
  [U5,U1] 16.82
  [U5,U10] 15.773
  [U5,U2] 1.541
  [U5,U3] 1.91
  [U5,U4] 2.358
  [U5,U6] 1.378
  [U5,U7] 3.316
  [U5,U8] 2.022
  [U5,U9] 2.17
  [U6,U1] 19.059
  [U6,U10] 18.012
  [U6,U2] 1.505
  [U6,U3] 2.173
  [U6,U4] 2.105
  [U6,U5] 1.477
  [U6,U7] 0.911
  [U6,U8] 2.284
  [U6,U9] 2.433
  [U7,U1] 20.417
  [U7,U10] 19.37
  [U7,U2] 2.125
  [U7,U3] 1.818
  [U7,U4] 1.836
  [U7,U5] 3.255
  [U7,U6] 0.911
  [U7,U8] 2.394
  [U7,U9] 2.078
  [U8,U1] 15.421
  [U8,U10] 14.374
  [U8,U2] 3.379
  [U8,U3] 1.043
  [U8,U4] 3.976
  [U8,U5] 1.952
  [U8,U6] 2.214
  [U8,U7] 2.517
  [U8,U9] 2.055
  [U9,U1] 17.048
  [U9,U10] 16.001
  [U9,U2] 3.863
  [U9,U3] 1.101
  [U9,U4] 3.799
  [U9,U5] 2.452
  [U9,U6] 2.518
  [U9,U7] 2.339
  [U9,U8] 1.677
;

end;
